           1  0.695999980    
           2  0.613593638    
           3  0.687579811    
           4  0.622960150    
           5  0.681154370    
           6  0.629830956    
           7  0.676117420    
           8  0.635049760    
           9  0.672108591    
          10  0.639098048    
          11  0.668890059    
          12  0.642280817    
          13  0.666292906    
          14  0.644805372    
          15  0.664191127    
          16  0.646819711    
          17  0.662487566    
          18  0.648433626    
          19  0.661105692    
          20  0.649730384    
          21  0.659984410    
          22  0.650774479    
          23  0.659074485    
          24  0.651616395    
          25  0.658336163    
          26  0.652296066    
          27  0.657737136    
          28  0.652845085    
          29  0.657251298    
          30  0.653288901    
          31  0.656857312    
          32  0.653647780    
          33  0.656537890    
          34  0.653938055    
          35  0.656278908    
          36  0.654173076    
          37  0.656068921    
          38  0.654363275    
          39  0.655898750    
          40  0.654517233    
          41  0.655760884    
          42  0.654641807    
          43  0.655649126    
          44  0.654742777    
          45  0.655558586    
          46  0.654824436    
          47  0.655485272    
          48  0.654890597    
          49  0.655425787    
          50  0.654944241    
          51  0.655377686    
          52  0.654987514    
          53  0.655338764    
          54  0.655022621    
          55  0.655307174    
          56  0.655051053    
          57  0.655281663    
          58  0.655074060    
          59  0.655260921    
          60  0.655092716    
          61  0.655244112    
          62  0.655107915    
          63  0.655230463    
          64  0.655120194    
          65  0.655219436    
