         1   1320.000000      0.000000
         2   1315.000000      0.000000
         3   1317.500000      0.000000
         4   1318.750000      0.000000
         5   1319.375000      0.000000
         6   1319.687500      0.000000
         7   1319.843750      0.000000
         8   1319.765625      0.000000
         9   1319.726562      0.000000
        10   1319.746094      0.000000
        11   1319.755859      0.000000
        12   1319.750977      0.000000
        13   1319.753418      0.000000
        14   1319.754639      0.000000
        15   1319.754028      0.000000
        16   1319.754395      1.000000
